metric_type,country,Quarter,zone,Average,Min,Max,Country,2021 carbon stock (million t),Norm Min,Norm Max,Norm Average,Average Score,Total Average Score,Max Score,Min Score
GWIS Weekly Burnt Areas,Brazil,Q1,America,68631.37307692308,14775.384615384615,203898.92307692306,Brazil,51894.2395,0.28472109347290103,3.929124408440807,1.3225239205388697,2,1.5,2,2
GWIS Weekly Burnt Areas,Brazil,Q2,America,129530.25692307691,73905.0,222319.38461538462,Brazil,51894.2395,1.4241465085927312,4.284085994080029,2.4960430708899186,3,1.8,2,2
GWIS Weekly Burnt Areas,Brazil,Q3,America,1475989.0507692308,639874.5384615385,2412370.846153846,Brazil,51894.2395,12.330357755055616,46.48629345755892,28.442252261336844,4,3.2,4,2
GWIS Weekly Burnt Areas,Brazil,Q4,America,731049.4161538462,240696.61538461538,1610422.1538461538,Brazil,51894.2395,4.638214524458256,31.03277298911286,14.087294142808396,4,2.8,4,3
GWIS Weekly Burnt Areas,Finland,Q1,Europe,0.0,0.0,0.0,Finland,863.4188,0.0,0.0,0.0,1,1.2,1,1
GWIS Weekly Burnt Areas,Finland,Q2,Europe,54.35307692307693,0.0,352.2307692307692,Finland,863.4188,0.0,0.40794892262106086,0.06295100005128093,1,1.3,1,1
GWIS Weekly Burnt Areas,Finland,Q3,Europe,33.05076923076923,0.0,278.46153846153845,Finland,863.4188,0.0,0.3225103952584058,0.03827895481401288,2,1.8,2,1
GWIS Weekly Burnt Areas,Finland,Q4,Europe,3.7946153846153843,0.0,39.69230769230769,Finland,863.4188,0.0,0.04597109501473409,0.004394872319916342,1,1.2,1,1
GWIS Weekly Burnt Areas,Hungary,Q1,Europe,340.8961538461538,0.0,1751.076923076923,Hungary,136.7524,0.0,12.8047253509037,2.492798326363222,3,2.8,3,1
GWIS Weekly Burnt Areas,Hungary,Q2,Europe,104.35230769230769,0.0,602.3846153846154,Hungary,136.7524,0.0,4.404929020511635,0.7630747810810464,2,2.5,2,1
GWIS Weekly Burnt Areas,Hungary,Q3,Europe,148.48,0.0,753.1538461538462,Hungary,136.7524,0.0,5.507426898203222,1.0857579099160233,3,3.2,3,1
GWIS Weekly Burnt Areas,Hungary,Q4,Europe,97.69307692307692,0.0,575.1538461538462,Hungary,136.7524,0.0,4.205804403826523,0.714379249819944,2,2.3,2,1
GWIS Weekly Burnt Areas,Iceland,Q1,Europe,39.69307692307692,0.0,428.15384615384613,Iceland,0.7915,0.0,540.9397929928568,50.14918120414014,4,3.8,5,1
GWIS Weekly Burnt Areas,Iceland,Q2,Europe,72.55846153846154,0.0,865.6153846153846,Iceland,0.7915,0.0,1093.6391467029496,91.67209291024832,5,4.7,5,1
GWIS Weekly Burnt Areas,Iceland,Q3,Europe,283.6469230769231,0.0,2689.923076923077,Iceland,0.7915,0.0,3398.5130472812093,358.3662957383741,5,4.2,5,1
GWIS Weekly Burnt Areas,Iceland,Q4,Europe,81.22461538461539,0.0,818.6923076923077,Iceland,0.7915,0.0,1034.3554108557269,102.62111861606493,5,4.0,5,1
GWIS Weekly Burnt Areas,India,Q1,Asia,260730.07153846155,49290.07692307692,650845.6153846154,India,3005.6956,16.39889179831681,216.53743492342184,86.74533493626619,5,4.2,5,3
GWIS Weekly Burnt Areas,India,Q2,Asia,175728.20538461537,59376.846153846156,385848.1538461539,India,3005.6956,19.75477694875228,128.37233213042396,58.465070576213826,5,3.8,4,3
GWIS Weekly Burnt Areas,India,Q3,Asia,1419.853076923077,206.92307692307693,3383.5384615384614,India,3005.6956,0.06884365699676206,1.1257089578660133,0.472387515529875,2,1.8,2,1
GWIS Weekly Burnt Areas,India,Q4,Asia,97305.60230769232,25492.153846153848,187143.38461538462,India,3005.6956,8.481282617625633,62.26291997612287,32.37373814823175,4,3.3,4,3
GWIS Weekly Burnt Areas,Israel,Q1,Asia,6.352307692307692,0.0,76.23076923076923,Israel,0.6244,0.0,122.08643374562658,10.173458828167348,4,4.7,4,1
GWIS Weekly Burnt Areas,Israel,Q2,Asia,178.42923076923077,0.0,850.1538461538462,Israel,0.6244,0.0,1361.553244961317,285.7610998866605,5,5.0,5,1
GWIS Weekly Burnt Areas,Israel,Q3,Asia,186.60307692307694,0.0,689.4615384615385,Israel,0.6244,0.0,1104.1984920908687,298.851820824915,5,5.0,5,1
GWIS Weekly Burnt Areas,Israel,Q4,Asia,83.80153846153847,0.0,414.38461538461536,Israel,0.6244,0.0,663.6524910067511,134.21130439067662,5,5.0,5,1
GWIS Weekly Burnt Areas,Italy,Q1,Europe,713.6038461538462,0.0,3614.0,Italy,663.7759,0.0,5.444608639753266,1.075067422836301,2,2.0,2,1
GWIS Weekly Burnt Areas,Italy,Q2,Europe,1235.583076923077,40.69230769230769,4018.3076923076924,Italy,663.7759,0.06130428611871521,6.053711338883639,1.8614461249995322,2,2.3,2,1
GWIS Weekly Burnt Areas,Italy,Q3,Europe,9403.845384615384,1547.6153846153845,29182.69230769231,Italy,663.7759,2.3315329535395675,43.964675890902804,14.167199177637189,4,3.5,4,2
GWIS Weekly Burnt Areas,Italy,Q4,Europe,764.7753846153846,23.076923076923077,3648.4615384615386,Italy,663.7759,0.03476613579511259,5.4965260692073015,1.1521590112195768,2,1.8,2,1
GWIS Weekly Burnt Areas,Mexico,Q1,America,54348.840000000004,14365.0,118251.76923076923,Mexico,2022.0035,7.104339829283184,58.48247504555221,26.878707183246718,4,3.5,4,3
GWIS Weekly Burnt Areas,Mexico,Q2,America,278577.17307692306,108156.15384615384,475751.8461538461,Mexico,2022.0035,53.48959774112846,235.28735046890182,137.77284415033063,5,4.3,5,3
GWIS Weekly Burnt Areas,Mexico,Q3,America,9460.776153846153,3293.5384615384614,22409.384615384617,Mexico,2022.0035,1.6288490408342327,11.082762525081987,4.678911858385088,3,2.8,3,2
GWIS Weekly Burnt Areas,Mexico,Q4,America,7656.525384615385,1899.7692307692307,17131.46153846154,Mexico,2022.0035,0.9395479437939799,8.472518241665526,3.7866034280432177,3,2.8,3,2
GWIS Weekly Burnt Areas,Russia,Q1,Europe,76129.12230769232,9046.923076923076,232867.53846153847,Russia,40896.0299,0.22121763650517764,5.694135568439089,1.8615284293816579,3,2.0,2,2
GWIS Weekly Burnt Areas,Russia,Q2,Europe,564981.4361538461,139974.61538461538,1346323.4615384615,Russia,40896.0299,3.422694470022758,32.92063960317237,13.815068052702252,4,2.7,3,2
GWIS Weekly Burnt Areas,Russia,Q3,Europe,459368.0961538461,116870.46153846153,1069591.5384615385,Russia,40896.0299,2.8577458942649474,26.153921079306,11.232584123131378,4,3.0,4,2
GWIS Weekly Burnt Areas,Russia,Q4,Europe,61939.057692307695,15450.615384615385,158720.23076923078,Russia,40896.0299,0.3778023300157892,3.881066968048915,1.5145494035426577,3,2.0,2,2
GWIS Weekly Burnt Areas,Saudi Arabia,Q1,Asia,109.21846153846153,0.0,482.9230769230769,Saudi Arabia,16.1889,0.0,29.83050589744065,6.746502945750578,3,3.7,3,1
GWIS Weekly Burnt Areas,Saudi Arabia,Q2,Asia,214.85230769230768,0.0,955.6923076923077,Saudi Arabia,16.1889,0.0,59.033801412838905,13.271581620264977,4,4.5,4,1
GWIS Weekly Burnt Areas,Saudi Arabia,Q3,Asia,194.79461538461538,0.0,919.0769230769231,Saudi Arabia,16.1889,0.0,56.77204276244359,12.032603536041076,4,4.5,4,1
GWIS Weekly Burnt Areas,Saudi Arabia,Q4,Asia,129.66076923076923,0.0,636.5384615384615,Saudi Arabia,16.1889,0.0,39.31943872273357,8.009238998991236,4,4.3,4,1
GWIS Weekly Burnt Areas,Spain,Q1,Europe,2647.3469230769233,10.923076923076923,12018.23076923077,Spain,714.2029,0.015294080888045852,16.82747405426493,3.706715448896838,3,2.7,3,2
GWIS Weekly Burnt Areas,Spain,Q2,Europe,2133.1415384615384,23.923076923076923,14048.23076923077,Spain,714.2029,0.03349619124072014,19.66980359395176,2.986744436996179,3,2.2,3,1
GWIS Weekly Burnt Areas,Spain,Q3,Europe,5817.570769230769,457.53846153846155,26611.923076923078,Spain,714.2029,0.640628120578146,37.2610123494641,8.14554347123313,4,3.0,4,1
GWIS Weekly Burnt Areas,Spain,Q4,Europe,1519.7884615384614,31.53846153846154,8593.0,Spain,714.2029,0.044158965944357746,12.031594943117705,2.1279505607418585,3,2.7,3,2
GWIS Weekly Burnt Areas,Uganda,Q1,Africa,102813.51923076923,11948.76923076923,274348.46153846156,Uganda,128.3824,93.07170788806901,2136.963178274137,800.8381151214594,5,4.7,5,3
GWIS Weekly Burnt Areas,Uganda,Q2,Africa,1336.1853846153847,17.46153846153846,4633.0,Uganda,128.3824,0.13601193357920136,36.08750109049216,10.40785485094051,4,3.3,3,1
GWIS Weekly Burnt Areas,Uganda,Q3,Africa,5738.34,243.0,24103.076923076922,Uganda,128.3824,1.8927828113510887,187.74440206038307,44.69724822093995,5,4.0,5,2
GWIS Weekly Burnt Areas,Uganda,Q4,Africa,45049.398461538454,2732.153846153846,144333.61538461538,Uganda,128.3824,21.28137381879328,1124.247680247568,350.90011139796775,5,4.7,5,3
GWIS Weekly Burnt Areas,Ukraine,Q1,Europe,13689.216923076923,84.23076923076923,49848.692307692305,Ukraine,826.4796,0.10191512195917386,60.314486053487954,16.563284711536646,4,3.2,4,2
GWIS Weekly Burnt Areas,Ukraine,Q2,Europe,10501.789999999999,214.6153846153846,38818.307692307695,Ukraine,826.4796,0.25967414636173064,46.968258735373134,12.706653618552712,4,3.3,4,2
GWIS Weekly Burnt Areas,Ukraine,Q3,Europe,42596.00615384615,6899.692307692308,126570.15384615384,Ukraine,826.4796,8.348291122602793,153.1437120119527,51.539089596217686,5,4.2,5,2
GWIS Weekly Burnt Areas,Ukraine,Q4,Europe,13523.17153846154,508.53846153846155,62615.692307692305,Ukraine,826.4796,0.615306731755341,75.7619332742058,16.362377895911212,4,3.3,4,2
GWIS Weekly Burnt Areas,United Kingdom,Q1,Europe,398.5776923076923,0.0,2568.230769230769,United Kingdom,257.98,0.0,9.955154543882351,1.5449945434052728,2,2.5,3,1
GWIS Weekly Burnt Areas,United Kingdom,Q2,Europe,485.21153846153845,0.0,2829.923076923077,United Kingdom,257.98,0.0,10.969544448883932,1.8808106770351904,2,2.5,3,1
GWIS Weekly Burnt Areas,United Kingdom,Q3,Europe,103.57692307692308,0.0,611.6923076923077,United Kingdom,257.98,0.0,2.3710842223905253,0.4014920655745526,2,2.7,2,1
GWIS Weekly Burnt Areas,United Kingdom,Q4,Europe,41.58307692307692,0.0,319.38461538461536,United Kingdom,257.98,0.0,1.2380208364393184,0.16118721188881666,2,2.2,2,1
GWIS Weekly Burnt Areas,United States,Q1,America,98022.36538461539,27415.846153846152,201418.92307692306,United States,17704.7843,1.5484993033123908,11.376525105528852,5.536490234711043,3,2.5,3,2
GWIS Weekly Burnt Areas,United States,Q2,America,112122.62307692309,43646.07692307692,269860.46153846156,United States,17704.7843,2.4652137062792074,15.242233792052557,6.332899694063095,3,2.5,3,2
GWIS Weekly Burnt Areas,United States,Q3,America,162026.10923076922,50973.92307692308,501854.8461538461,United States,17704.7843,2.8791044394098084,28.3457193067213,9.15154381354249,4,3.2,4,2
GWIS Weekly Burnt Areas,United States,Q4,America,77901.26923076923,24876.76923076923,141022.07692307694,United States,17704.7843,1.4050873938503297,7.965195990728729,4.400012330608808,3,2.3,3,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Brazil,Q1,America,1.5846153846153845,0.6684615384615384,4.096923076923077,Brazil,51894.2395,1.2881228145978291e-05,7.894755017891874e-05,3.053547753822242e-05,1,1.5,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Brazil,Q2,America,2.433846153846154,0.9561538461538461,6.996153846153846,Brazil,51894.2395,1.842504785437401e-05,0.00013481561563598684,4.6900121811133854e-05,1,1.8,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Brazil,Q3,America,29.787692307692307,8.157692307692308,74.17,Brazil,51894.2395,0.00015719841713245084,0.0014292530484043416,0.0005740076855291868,2,3.2,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Brazil,Q4,America,15.470769230769232,5.22,34.03692307692308,Brazil,51894.2395,0.00010058919930795016,0.0006558901990831387,0.0002981211282760822,2,2.8,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Finland,Q1,Europe,0.20692307692307693,0.0,3.4438461538461542,Finland,863.4188,0.0,0.0039886161314140415,0.0002396555147085944,2,1.2,3,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Finland,Q2,Europe,7.256923076923077,0.0,49.25307692307692,Finland,863.4188,0.0,0.057044248889504046,0.0084048703559884,3,1.3,3,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Finland,Q3,Europe,4.42,0.0,36.43538461538461,Finland,863.4188,0.0,0.042198970667982456,0.005119184340206629,3,1.8,3,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Finland,Q4,Europe,0.3646153846153846,0.0,5.062307692307693,Finland,863.4188,0.0,0.005863096439766765,0.00042229261699581317,2,1.2,3,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Hungary,Q1,Europe,3.7353846153846155,0.0,20.33153846153846,Hungary,136.7524,0.0,0.14867408880237906,0.02731494741872622,4,2.8,4,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Hungary,Q2,Europe,1.9915384615384615,0.0,13.685384615384615,Hungary,136.7524,0.0,0.10007418235719896,0.01456309696603834,4,2.5,4,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Hungary,Q3,Europe,3.263076923076923,0.01846153846153846,23.058461538461536,Hungary,136.7524,0.00013499974012550026,0.16861467541674982,0.023861204067182173,4,3.2,4,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Hungary,Q4,Europe,2.077692307692308,0.007692307692307693,14.850000000000001,Hungary,136.7524,5.624989171895845e-05,0.10859041596344929,0.015193095753290677,4,2.3,4,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Iceland,Q1,Europe,0.0,0.0,0.0,Iceland,0.7915,0.0,0.0,0.0,1,3.8,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Iceland,Q2,Europe,0.17153846153846153,0.0,3.6092307692307695,Iceland,0.7915,0.0,4.559988337625735,0.21672578842509355,5,4.7,5,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Iceland,Q3,Europe,0.0,0.0,0.0,Iceland,0.7915,0.0,0.0,0.0,1,4.2,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Iceland,Q4,Europe,0.0,0.0,0.0,Iceland,0.7915,0.0,0.0,0.0,1,4.0,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,India,Q1,Asia,3.3123076923076926,0.69,6.806153846153847,India,3005.6956,0.00022956416478102438,0.0022644188740050214,0.0011020103606990982,3,4.2,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,India,Q2,Asia,1.3923076923076925,0.36538461538461536,4.069999999999999,India,3005.6956,0.00012156407834000734,0.0013540958705199552,0.00046322311956929123,2,3.8,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,India,Q3,Asia,0.07461538461538461,0.026153846153846153,0.22846153846153847,India,3005.6956,8.701428765389999e-06,7.600953950943617e-05,2.4824664418906762e-05,1,1.8,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,India,Q4,Asia,0.42230769230769233,0.1469230769230769,0.8392307692307692,India,3005.6956,4.888155571145558e-05,0.0002792134936188379,0.00014050248212350323,2,3.3,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Israel,Q1,Asia,0.21230769230769228,0.0,2.036153846153846,Israel,0.6244,0.0,3.260976691469965,0.34001872566894986,5,4.7,5,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Israel,Q2,Asia,3.8846153846153846,0.0,23.189230769230768,Israel,0.6244,0.0,37.13842211600059,6.221357118218105,5,5.0,5,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Israel,Q3,Asia,3.8892307692307693,0.0,19.325384615384614,Israel,0.6244,0.0,30.950327699206625,6.228748829645691,5,5.0,5,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Israel,Q4,Asia,3.1123076923076924,0.0,34.70461538461539,Israel,0.6244,0.0,55.580742127827335,4.98447740600207,5,5.0,5,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Italy,Q1,Europe,0.016153846153846154,0.0007692307692307692,0.05153846153846153,Italy,663.7759,1.1588711931704199e-06,7.764436994241812e-05,2.4336295056578815e-05,1,2.0,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Italy,Q2,Europe,0.033846153846153845,0.00923076923076923,0.12076923076923077,Italy,663.7759,1.3906454318045036e-05,0.00018194277732775592,5.099033249949847e-05,1,2.3,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Italy,Q3,Europe,0.13076923076923078,0.026923076923076925,0.5269230769230769,Italy,663.7759,4.05604917609647e-05,0.0007938267673217376,0.00019700810283897137,2,3.5,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Italy,Q4,Europe,0.015384615384615385,0.0015384615384615385,0.05,Italy,663.7759,2.3177423863408398e-06,7.53266275560773e-05,2.3177423863408397e-05,1,1.8,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Mexico,Q1,America,0.9615384615384616,0.35615384615384615,2.2776923076923077,Mexico,2022.0035,0.00017613908489962858,0.001126453197381858,0.00047553748623009877,2,3.5,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Mexico,Q2,America,4.2907692307692304,1.7484615384615385,8.883846153846154,Mexico,2022.0035,0.0008647173649608117,0.004393585942777128,0.0021220384785531924,3,4.3,3,3
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Mexico,Q3,America,0.7876923076923077,0.1123076923076923,2.98,Mexico,2022.0035,5.5542778391675535e-05,0.0014737857773243221,0.0003895603087196969,2,2.8,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Mexico,Q4,America,0.31923076923076926,0.12307692307692308,0.7353846153846154,Mexico,2022.0035,6.0868798237452646e-05,0.00036369106946877955,0.00015787844542839281,2,2.8,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Russia,Q1,Europe,1.7623076923076921,0.17461538461538462,8.963076923076922,Russia,40896.0299,4.269739264235637e-06,0.00021916740928138166,4.309239054785834e-05,1,2.0,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Russia,Q2,Europe,19.91076923076923,3.164615384615385,92.43307692307692,Russia,40896.0299,7.73819706302441e-05,0.002260196824706374,0.00048686313266729173,2,2.7,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Russia,Q3,Europe,19.256153846153847,2.82,76.8123076923077,Russia,40896.0299,6.895534864620196e-05,0.0018782338500859638,0.000470856312782426,2,3.0,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Russia,Q4,Europe,3.031538461538461,0.5007692307692307,20.63153846153846,Russia,40896.0299,1.2244935070561232e-05,0.0005044875630223084,7.412794026587067e-05,2,2.0,2,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Saudi Arabia,Q1,Asia,0.07538461538461538,0.0038461538461538464,0.42076923076923073,Saudi Arabia,16.1889,0.00023757969016757445,0.025991218104332643,0.004656561927284459,3,3.7,3,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Saudi Arabia,Q2,Asia,0.31461538461538463,0.014615384615384615,1.6669230769230767,Saudi Arabia,16.1889,0.0009028028226367829,0.10296703771862675,0.01943401865570759,4,4.5,4,3
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Saudi Arabia,Q3,Asia,0.31769230769230766,0.013846153846153845,1.633846153846154,Saudi Arabia,16.1889,0.0008552868846032679,0.10092385238318563,0.019624082407841647,4,4.5,4,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Saudi Arabia,Q4,Asia,0.15846153846153846,0.006923076923076922,0.78,Saudi Arabia,16.1889,0.00042764344230163397,0.0481811611659841,0.009788283234904067,4,4.3,4,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Spain,Q1,Europe,0.05153846153846154,0.0007692307692307692,0.24846153846153846,Spain,714.2029,1.077047949862384e-06,0.00034788648780555,7.216221264077973e-05,2,2.7,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Spain,Q2,Europe,0.054615384615384614,0.0015384615384615385,0.34461538461538466,Spain,714.2029,2.154095899724768e-06,0.00048251748153834806,7.647040444022926e-05,1,2.2,1,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Spain,Q3,Europe,0.2323076923076923,0.014615384615384615,1.5161538461538462,Spain,714.2029,2.0463911047385296e-05,0.002122861509178759,0.00032526848085843996,2,3.0,2,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Spain,Q4,Europe,0.04692307692307692,0.0015384615384615385,0.33153846153846156,Spain,714.2029,2.154095899724768e-06,0.00046420766639068754,6.569992494160543e-05,2,2.7,2,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Uganda,Q1,Africa,1.2023076923076923,0.16923076923076924,3.313846153846154,Uganda,128.3824,0.0013181773298424804,0.025812308804370025,0.009365050757017258,4,4.7,3,3
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Uganda,Q2,Africa,0.023076923076923075,0.0,0.11153846153846153,Uganda,128.3824,0.0,0.0008687986946689074,0.0001797514540694291,2,3.3,2,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Uganda,Q3,Africa,0.08076923076923077,0.003076923076923077,0.3723076923076923,Uganda,128.3824,2.3966860542590552e-05,0.0028999901256534567,0.000629130089243002,2,4.0,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Uganda,Q4,Africa,0.746923076923077,0.030000000000000002,3.1392307692307693,Uganda,128.3824,0.0002336768902902579,0.02445218946857801,0.005817955396713857,4,4.7,3,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Ukraine,Q1,Europe,0.09076923076923078,0.003076923076923077,0.39,Ukraine,826.4796,3.7229268295588624e-06,0.00047188097564658586,0.00010982634147198646,2,3.2,2,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Ukraine,Q2,Europe,0.09153846153846154,0.005384615384615385,0.41384615384615386,Ukraine,826.4796,6.515121951728011e-06,0.000500733658575667,0.00011075707317937617,2,3.3,2,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Ukraine,Q3,Europe,0.24307692307692308,0.02153846153846154,1.0,Ukraine,826.4796,2.6060487806912043e-05,0.0012099512196066303,0.00029411121953515015,2,4.2,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Ukraine,Q4,Europe,0.06307692307692309,0.003076923076923077,0.34923076923076923,Ukraine,826.4796,3.7229268295588624e-06,0.00042255219515493093,7.632000000595669e-05,2,3.3,2,1
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,United Kingdom,Q1,Europe,12.08,0.1346153846153846,57.33076923076923,United Kingdom,257.98,0.0005218055066880556,0.22222951093406165,0.04682533529730987,4,2.5,4,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,United Kingdom,Q2,Europe,15.458461538461538,0.4253846153846154,112.52692307692307,United Kingdom,257.98,0.001648905401134256,0.436184677404927,0.059921162642303814,4,2.5,4,3
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,United Kingdom,Q3,Europe,5.325384615384616,0.31923076923076926,21.227692307692305,United Kingdom,257.98,0.0012374244872888178,0.08228425578607762,0.020642625844579484,4,2.7,4,3
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,United Kingdom,Q4,Europe,4.665384615384616,0.04230769230769231,25.52846153846154,United Kingdom,257.98,0.00016399601638767466,0.09895519628832287,0.01808428798893176,4,2.2,4,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,United States,Q1,America,1.8707692307692307,0.7623076923076924,3.957692307692308,United States,17704.7843,4.305659303105389e-05,0.0002235380132641496,0.00010566461579366606,2,2.5,1,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,United States,Q2,America,3.363846153846154,0.9023076923076924,11.662307692307694,United States,17704.7843,5.096406016692858e-05,0.0006587093914670112,0.00018999644936912077,2,2.5,2,2
GWIS Weekly Emissions - [CO2] - Carbon Dioxide,United States,Q3,America,6.081538461538462,1.0807692307692307,23.596153846153847,United States,17704.7843,6.10439083840875e-05,0.001332755793367889,0.0003434968965726661,2,3.2,2,2
