Serial Number,Project Name,Project Num,Sector,Vintage,Date of Action,Quantity,CreditType,Credit Status,Comments
FCC-ISL-354-55-14-R-0-2040,Hvanná,55,14,2040,,5,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2041,Hvanná,55,14,2041,,291,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2041,Hvanná,55,14,2041,,14,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2041,Hvanná,55,14,2041,,6,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2042,Hvanná,55,14,2042,,314,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2042,Hvanná,55,14,2042,,15,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2042,Hvanná,55,14,2042,,6,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2043,Hvanná,55,14,2043,,337,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2043,Hvanná,55,14,2043,,16,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2043,Hvanná,55,14,2043,,7,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2044,Hvanná,55,14,2044,,360,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2044,Hvanná,55,14,2044,,17,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2044,Hvanná,55,14,2044,,7,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2045,Hvanná,55,14,2045,,384,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2045,Hvanná,55,14,2045,,18,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2045,Hvanná,55,14,2045,,7,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2046,Hvanná,55,14,2046,,406,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2046,Hvanná,55,14,2046,,19,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2046,Hvanná,55,14,2046,,8,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2047,Hvanná,55,14,2047,,426,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2047,Hvanná,55,14,2047,,20,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2047,Hvanná,55,14,2047,,8,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2048,Hvanná,55,14,2048,,445,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2048,Hvanná,55,14,2048,,21,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2048,Hvanná,55,14,2048,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2049,Hvanná,55,14,2049,,461,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2049,Hvanná,55,14,2049,,22,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2049,Hvanná,55,14,2049,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2050,Hvanná,55,14,2050,,474,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2050,Hvanná,55,14,2050,,23,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2050,Hvanná,55,14,2050,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2051,Hvanná,55,14,2051,,483,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2051,Hvanná,55,14,2051,,23,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2051,Hvanná,55,14,2051,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2052,Hvanná,55,14,2052,,488,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2052,Hvanná,55,14,2052,,23,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2052,Hvanná,55,14,2052,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2053,Hvanná,55,14,2053,,487,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2053,Hvanná,55,14,2053,,23,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2053,Hvanná,55,14,2053,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2054,Hvanná,55,14,2054,,479,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2054,Hvanná,55,14,2054,,23,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2054,Hvanná,55,14,2054,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2055,Hvanná,55,14,2055,,466,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2055,Hvanná,55,14,2055,,22,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2055,Hvanná,55,14,2055,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2056,Hvanná,55,14,2056,,448,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2056,Hvanná,55,14,2056,,21,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2056,Hvanná,55,14,2056,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2057,Hvanná,55,14,2057,,426,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2057,Hvanná,55,14,2057,,20,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2057,Hvanná,55,14,2057,,8,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2058,Hvanná,55,14,2058,,400,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2058,Hvanná,55,14,2058,,19,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2058,Hvanná,55,14,2058,,8,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2059,Hvanná,55,14,2059,,372,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2059,Hvanná,55,14,2059,,18,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2059,Hvanná,55,14,2059,,7,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2060,Hvanná,55,14,2060,,345,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2060,Hvanná,55,14,2060,,16,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2060,Hvanná,55,14,2060,,7,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2061,Hvanná,55,14,2061,,317,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2061,Hvanná,55,14,2061,,15,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2061,Hvanná,55,14,2061,,6,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2062,Hvanná,55,14,2062,,289,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2062,Hvanná,55,14,2062,,14,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2062,Hvanná,55,14,2062,,6,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2063,Hvanná,55,14,2063,,264,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2063,Hvanná,55,14,2063,,13,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2063,Hvanná,55,14,2063,,5,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2064,Hvanná,55,14,2064,,242,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2064,Hvanná,55,14,2064,,12,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2064,Hvanná,55,14,2064,,5,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2065,Hvanná,55,14,2065,,221,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2065,Hvanná,55,14,2065,,11,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2065,Hvanná,55,14,2065,,4,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2066,Hvanná,55,14,2066,,203,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2066,Hvanná,55,14,2066,,10,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2066,Hvanná,55,14,2066,,4,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2067,Hvanná,55,14,2067,,186,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2067,Hvanná,55,14,2067,,9,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2067,Hvanná,55,14,2067,,4,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2068,Hvanná,55,14,2068,,173,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2068,Hvanná,55,14,2068,,8,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2068,Hvanná,55,14,2068,,3,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2069,Hvanná,55,14,2069,,158,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2069,Hvanná,55,14,2069,,8,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2069,Hvanná,55,14,2069,,3,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2070,Hvanná,55,14,2070,,147,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2070,Hvanná,55,14,2070,,7,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2070,Hvanná,55,14,2070,,3,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2071,Hvanná,55,14,2071,,137,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2071,Hvanná,55,14,2071,,7,FCC,Ex-ante,
FCC-ISL-354-55-14-R-0-2071,Hvanná,55,14,2071,,3,FCC,Ex-ante,
FCC-ISL-354-57-14-R-0-2027,"Skógálfar, Álfabrekka",57,14,2027,,79,FCC,Ex-ante,
FCC-ISL-354-57-14-R-0-2027,"Skógálfar, Álfabrekka",57,14,2027,,0,FCC,Ex-ante,
FCC-ISL-354-57-14-R-0-2071,"Skógálfar, Álfabrekka",57,14,2071,,0,FCC,Ex-ante,
FCC-ISL-354-57-14-R-0-2071,"Skógálfar, Álfabrekka",57,14,2071,,1,FCC,Ex-ante,
FCC-ISL-354-57-14-R-0-2071,"Skógálfar, Álfabrekka",57,14,2071,,1,FCC,Ex-ante,
FCC-ISL-354-57-14-R-0-2071,"Skógálfar, Álfabrekka",57,14,2071,,0,FCC,Ex-ante,
FCC-ISL-354-57-14-R-0-2071,"Skógálfar, Álfabrekka",57,14,2071,,0,FCC,Ex-ante,
FCC-ISL-354-57-14-R-0-2071,"Skógálfar, Álfabrekka",57,14,2071,,0,FCC,Ex-ante,
FCC-ISL-354-57-14-R-0-2071,"Skógálfar, Álfabrekka",57,14,2071,,0,FCC,Ex-ante,
ICR-GBR-44-72-3-A-0-2022,Project Flux,72,3,2022,,0,ICC,Ex-post,
ICR-GBR-44-72-3-A-0-2022,Project Flux,72,3,2022,,0,ICC,Ex-post,
ICR-GBR-44-72-3-A-0-2022,Project Flux,72,3,2022,,0,ICC,Ex-post,
ICR-GBR-44-72-3-A-0-2023,Project Flux,72,3,2023,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2023,Project Flux,72,3,2023,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2023,Project Flux,72,3,2023,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2024,Project Flux,72,3,2024,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2024,Project Flux,72,3,2024,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2025,Project Flux,72,3,2025,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2025,Project Flux,72,3,2025,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2026,Project Flux,72,3,2026,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2026,Project Flux,72,3,2026,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2027,Project Flux,72,3,2027,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2027,Project Flux,72,3,2027,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2028,Project Flux,72,3,2028,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2028,Project Flux,72,3,2028,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2029,Project Flux,72,3,2029,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2029,Project Flux,72,3,2029,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2030,Project Flux,72,3,2030,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2030,Project Flux,72,3,2030,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2031,Project Flux,72,3,2031,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2031,Project Flux,72,3,2031,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2032,Project Flux,72,3,2032,,0,ICC,Ex-ante,
ICR-GBR-44-72-3-A-0-2032,Project Flux,72,3,2032,,0,ICC,Ex-ante,
ICR-ESP-34-85-1-A-0-2021,Substitution of fossil fuel for the use of sustainable biofuels manufactured by Linares Biodiesel Technology S.L.U.,85,1,2021,,0,ICC,Ex-post,
ICR-ESP-34-85-1-A-0-2021,Substitution of fossil fuel for the use of sustainable biofuels manufactured by Linares Biodiesel Technology S.L.U.,85,1,2021,,76523,ICC,Ex-post,
ICR-ESP-34-85-1-A-0-2021,Substitution of fossil fuel for the use of sustainable biofuels manufactured by Linares Biodiesel Technology S.L.U.,85,1,2021,,8503,ICC,Ex-post,
ICR-ESP-34-85-1-A-0-2022,Substitution of fossil fuel for the use of sustainable biofuels manufactured by Linares Biodiesel Technology S.L.U.,85,1,2022,,0,ICC,Ex-post,
ICR-ESP-34-85-1-A-0-2022,Substitution of fossil fuel for the use of sustainable biofuels manufactured by Linares Biodiesel Technology S.L.U.,85,1,2022,,100820,ICC,Ex-post,
ICR-ESP-34-85-1-A-0-2022,Substitution of fossil fuel for the use of sustainable biofuels manufactured by Linares Biodiesel Technology S.L.U.,85,1,2022,,11202,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0.098,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0.09,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,18111,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,574,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0.001,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0.1,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,2977,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,19.4,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0.09,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0,ICC,Ex-post,
ICR-ISL-354-87-15-A-0-2023,Carbon avoidance through the nutritional replacement of beef by carbon neutral Icelandic Spirulina (blue-green algae) production,87,15,2023,,0.1,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,1,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0.71318,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,44101,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0.01418,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0.71418,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0.71418,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,1,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0.001,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0.01,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,72.778,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,250,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,3.11199,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,5,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,1.05,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,246.4291,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0.71418,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2019,Ovid Wind Farm Project,112,1,2019,,0,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2020,Ovid Wind Farm Project,112,1,2020,,73259,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2021,Ovid Wind Farm Project,112,1,2021,,75097,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2022,Ovid Wind Farm Project,112,1,2022,,50686,ICC,Ex-post,
ICR-UKR-380-112-1-A-0-2023,Ovid Wind Farm Project,112,1,2023,,29609,ICC,Ex-post,